Date,Close/Last,Volume,Open,High,Low
04/14/2021,2467.41,N/A,2346.87,2475.98,2402.75
04/13/2021,2340.08,N/A,2163.35,2349.99,2281.49
04/12/2021,2165.82,N/A,2149.2,2175.04,2136.49
04/11/2021,2148.11,N/A,2145.41,2162.22,2131.14
04/10/2021,2145.29,N/A,2143.2,2157.01,2123.76
04/09/2021,2143.07,N/A,2072.65,2145.32,2058.23
04/08/2021,2075.85,N/A,1997.74,2097.6,2070.14
04/07/2021,1992.68,N/A,2104.49,1994.32,1951.83
04/06/2021,2104.03,N/A,2114.96,2128.25,2082.07
04/05/2021,2121.24,N/A,2029.49,2150.78,2108.81
04/04/2021,2032.56,N/A,2016.56,2083.73,2031.45
04/03/2021,2008.59,N/A,2092.44,2023.85,1982
04/02/2021,2092.19,N/A,1995.4,2137.68,2084.03
04/01/2021,1993.19,N/A,1925.82,2010.3,1949.99
03/31/2021,1917.44,N/A,1839.94,1944.08,1914.09
03/30/2021,1819.79,N/A,1793.72,1861.85,1817.09
03/29/2021,1796.9,N/A,1694.6,1827.16,1788.6
03/28/2021,1698.17,N/A,1706.73,1700.97,1678.38
03/27/2021,1712.37,N/A,1696.01,1716.12,1701.26
03/26/2021,1694.38,N/A,1612.97,1717.19,1687.49
03/25/2021,1620.25,N/A,1570.57,1628.28,1586.36
03/24/2021,1572.02,N/A,1679.82,1597.09,1550.11
03/23/2021,1678.98,N/A,1700.94,1685.04,1652.07
03/22/2021,1697.77,N/A,1783.57,1712.43,1668.86
03/21/2021,1781.34,N/A,1786.73,1786,1754.21
03/20/2021,1784.54,N/A,1833.17,1815.85,1776.42
03/19/2021,1828,N/A,1779.84,1835.31,1801.6
03/18/2021,1782.3,N/A,1834.11,1848.88,1735.42
03/17/2021,1835.14,N/A,1766.07,1849.23,1812.94
03/16/2021,1766.73,N/A,1749.34,1811.93,1763.65
03/15/2021,1747.84,N/A,1883.93,1803.06,1715.97
03/14/2021,1885.23,N/A,1911.09,1890.59,1843.41
03/13/2021,1903.82,N/A,1771.54,1932.36,1890.05
03/12/2021,1755.68,N/A,1804.91,1767.3,1730.46
03/11/2021,1804.89,N/A,1800.28,1841.19,1797.03
03/10/2021,1798.94,N/A,1793.22,1816.29,1764.46
03/09/2021,1791.89,N/A,1836.52,1875.98,1759.5
03/08/2021,1843.43,N/A,1728.08,1858.77,1809.09
03/07/2021,1726.71,N/A,1658.18,1751.92,1710.67
03/06/2021,1657.64,N/A,1529.67,1685.08,1639.66
03/05/2021,1528.31,N/A,1467.96,1548.06,1521.6
03/04/2021,1483.07,N/A,1536.46,1540.66,1447.45
03/03/2021,1543.9,N/A,1540.21,1623.73,1535.9
03/02/2021,1543.85,N/A,1576.03,1547,1477.72
03/01/2021,1568.58,N/A,1440.72,1602.13,1515.22
02/28/2021,1444.09,N/A,1368.4,1455.37,1411.55
02/27/2021,1385.91,N/A,1502.21,1467.76,1367.31
02/26/2021,1503.8,N/A,1503.15,1515.83,1439.84
02/25/2021,1508.01,N/A,1589.77,1526.62,1449.19
02/24/2021,1595.49,N/A,1643.15,1655.45,1588.7
02/23/2021,1636.05,N/A,1632.56,1652.01,1505.79
02/22/2021,1609.62,N/A,1864.79,1781.44,1609.62
02/21/2021,1857.91,N/A,1944.76,1935.04,1837.22
02/20/2021,1937.85,N/A,2021.73,1954.82,1885.7
02/19/2021,2025.19,N/A,1903.83,2040.79,1924.17
02/18/2021,1904.01,N/A,1901.06,1951.26,1892.7
02/17/2021,1898.89,N/A,1738.69,1916.3,1849.05
02/16/2021,1740.05,N/A,1812.81,1785.72,1734.15
02/15/2021,1811.57,N/A,1722.58,1827.07,1746.05
02/14/2021,1710.87,N/A,1815.38,1811.64,1661.09
02/13/2021,1812.56,N/A,1863.1,1843.13,1803.1
02/12/2021,1859.33,N/A,1750.21,1871.36,1840.72
02/11/2021,1745.83,N/A,1722.42,1806.86,1741.04
02/10/2021,1722.27,N/A,1787.5,1746.32,1704.97
02/09/2021,1787.21,N/A,1735.72,1824,1760.05
02/08/2021,1739.05,N/A,1618.84,1765.88,1711.4
02/07/2021,1615.97,N/A,1606.98,1629.25,1566.43
02/06/2021,1588.25,N/A,1672.02,1692.29,1588.25
02/05/2021,1680.93,N/A,1635.47,1742.9,1651.54
02/04/2021,1634.08,N/A,1661.46,1651.61,1589.28
02/03/2021,1659.29,N/A,1552.97,1693.64,1635.72
02/02/2021,1554.28,N/A,1381.14,1560.3,1510.27
02/01/2021,1381.97,N/A,1315.29,1410.06,1361.63
01/31/2021,1318.04,N/A,1361.22,1329.6,1272.09
01/30/2021,1357.97,N/A,1343.06,1380.04,1352.46
01/29/2021,1346.21,N/A,1306.37,1405.78,1327.66
01/28/2021,1305.36,N/A,1283.04,1373.56,1288.26
01/27/2021,1279.75,N/A,1311.55,1291.83,1221.15
01/26/2021,1306.99,N/A,1341.04,1372.31,1299.62
01/25/2021,1330.64,N/A,1423.2,1377.94,1299.52
01/24/2021,1416.87,N/A,1320.61,1474.68,1386.17
01/23/2021,1314.48,N/A,1248.22,1315.63,1222.14
01/22/2021,1246.4,N/A,1158.45,1250.31,1207.41
01/21/2021,1154.44,N/A,1288.75,1185.94,1045.02
01/20/2021,1299.96,N/A,1357.1,1387.39,1294.54
01/19/2021,1359.85,N/A,1305.16,1406.56,1321.61
01/18/2021,1310.45,N/A,1202.37,1344.01,1252.36
01/17/2021,1197.31,N/A,1224.31,1246.47,1184.15
01/16/2021,1235.13,N/A,1181.16,1257.81,1202.47
01/15/2021,1178.3,N/A,1208.32,1197.51,1158.33
01/14/2021,1215,N/A,1108.45,1256.13,1203.63
01/13/2021,1106.15,N/A,1024.1,1144.05,1088.52
01/12/2021,1021.17,N/A,1097.37,1058.07,990.96
01/11/2021,1085.9,N/A,1118.53,1101.03,1042.16
01/10/2021,1117.54,N/A,1318.94,1257.3,1026.35
01/09/2021,1322.28,N/A,1220.04,1340.14,1275.87
01/08/2021,1221.03,N/A,1169.55,1233.44,1172.39
01/07/2021,1170.08,N/A,1210.66,1230.75,1069.25
01/06/2021,1211.33,N/A,1116.23,1223.43,1181.5
01/05/2021,1115.89,N/A,1004.08,1132.76,1060.67
01/04/2021,1024.04,N/A,1027.21,1131.56,990.8
01/03/2021,1020.94,N/A,778.07,1033,956.6
01/02/2021,774.3,N/A,729.11,781.35,769.57
01/01/2021,729.49,N/A,742.54,733.28,715.15
12/31/2020,742.94,N/A,742.62,748.96,730.02
12/30/2020,741.69,N/A,730.27,755.13,730.13
12/29/2020,729.47,N/A,703.67,747.11,726.12
12/28/2020,700.79,N/A,704.72,739.77,690.24
12/27/2020,704.46,N/A,643.33,718.1,682.47
12/26/2020,643.1,N/A,630.08,652.1,635.4
12/25/2020,632.16,N/A,609.3,636.76,621.49
12/24/2020,608.98,N/A,574.9,615.54,605.01
12/23/2020,577.76,N/A,623.18,586.67,566.15
12/22/2020,619.31,N/A,610.04,638.11,618.36
12/21/2020,611.52,N/A,644.99,615.04,602.33
12/20/2020,644.66,N/A,646.44,647.87,634.71
12/19/2020,647.33,N/A,655.28,657.96,641.43
12/18/2020,654.9,N/A,643.49,659.56,645.91
12/17/2020,645.76,N/A,637.49,653.77,630.44
12/16/2020,639.81,N/A,583.43,651.74,635.64
12/15/2020,584.1,N/A,583.61,589.15,580.9
12/14/2020,589.41,N/A,585.49,596.97,585.65
12/13/2020,584.53,N/A,567.72,591.41,582.3
12/12/2020,568.16,N/A,553.72,569.55,563.37
12/11/2020,553.73,N/A,545.86,555.89,543.99
12/10/2020,545.75,N/A,567.5,560.28,541.11
12/09/2020,568.12,N/A,547.55,575.56,565.12
12/08/2020,549.8,N/A,589.5,556.38,543.13
12/07/2020,589.53,N/A,596.36,591.33,586.6
12/06/2020,595.05,N/A,598.9,603.06,591.66
12/05/2020,599.63,N/A,579.17,606.9,595.09
12/04/2020,579.52,N/A,605.84,579.85,561.24
12/03/2020,605.8,N/A,593.14,619.61,601.18
12/02/2020,594,N/A,582.37,599.92,589.22
12/01/2020,582.44,N/A,604.17,597.12,575.24
11/30/2020,606.09,N/A,584.88,616.78,602.58
11/29/2020,584.4,N/A,539.07,592.92,575.35
11/28/2020,541.13,N/A,512.77,543.58,530.71
11/27/2020,511.77,N/A,520.06,520.26,509.83
11/26/2020,520.17,N/A,526.88,530.41,515.15
11/25/2020,526.94,N/A,581.9,577.08,512.11
11/24/2020,586.46,N/A,618.55,605.63,581.44
11/23/2020,618.57,N/A,580.95,619.86,600.53
11/22/2020,580.38,N/A,546.95,585.44,551.8
11/21/2020,546.66,N/A,505.18,560.15,538.25
11/20/2020,506.03,N/A,486.32,518.09,505.23
11/19/2020,487.04,N/A,476.23,487.97,471.06
11/18/2020,476.65,N/A,493.69,480.55,474.41
11/17/2020,492.79,N/A,461.77,495.04,481.87
11/16/2020,465.31,N/A,449.61,468.45,459.74
11/15/2020,449.43,N/A,457.92,451.24,445.82
11/14/2020,458.82,N/A,471.38,462.93,456.64
11/13/2020,468.91,N/A,463.79,477.34,468.01
11/12/2020,463.56,N/A,457.96,466.8,461.31
11/11/2020,458.7,N/A,462.97,464.08,452.65
11/10/2020,460.3,N/A,450.95,466.08,449.51
11/09/2020,451.7,N/A,451.96,451.7,439.5
11/08/2020,451.3,N/A,438.08,457.6,449.28
11/07/2020,439.91,N/A,458.73,443.06,432.44
11/06/2020,457.44,N/A,429.4,467.88,454.78
11/05/2020,429.42,N/A,403.07,440.91,415.08
11/04/2020,403.94,N/A,385.62,406.22,400.59
11/03/2020,385.66,N/A,374.34,388.39,381.27
11/02/2020,374.33,N/A,398.31,385.08,370.96
11/01/2020,397.5,N/A,385.9,404.04,396.24
10/31/2020,386.96,N/A,383.02,390.08,385.37
10/30/2020,382.13,N/A,384.85,387.63,380.53
10/29/2020,385.39,N/A,391.26,391.98,383.6
10/28/2020,390.06,N/A,405.9,392.04,387.82
10/27/2020,406.19,N/A,392.5,408.1,402.95
10/26/2020,392.37,N/A,408.94,395.3,391.93
10/25/2020,408.61,N/A,414.83,410.41,403.76
10/24/2020,415.04,N/A,412.13,416.1,410.45
10/23/2020,412.14,N/A,413.25,413.52,407.74
10/22/2020,413.28,N/A,393.13,415.07,410.5
10/21/2020,393.07,N/A,378.12,397.63,391.21
10/20/2020,378.6,N/A,379.83,378.82,368.06
10/19/2020,379.95,N/A,372.87,380.14,377.68
10/18/2020,373.64,N/A,368.27,379.42,373.13
10/17/2020,368.52,N/A,368.37,370.26,367.54
10/16/2020,367.51,N/A,377.86,368.28,363.18
10/15/2020,377.24,N/A,376.66,379.6,375.9
10/14/2020,376.75,N/A,382.14,379.2,375.44
10/13/2020,382.98,N/A,383.02,384.8,380.71
